"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-45-100490182-1559339147-com.pg2.nikkisea.pack1499d-lbnikkien.mto.zing.vn-9790-0","9","20190531214550-5cf1a08ea1a47","100490182","com.pg2.nikkisea.pack1499d","252956","usd","0","[]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 05:46:01","2019-06-01 05:46:01","","","0","0","10211102390944369"
