"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-99-100016785-1559376987-com.pg2.nikkisea.diamond377-lbnikkien.mto.zing.vn-9790-0","9","20190601081628-5cf2345c87391","100016785","com.pg2.nikkisea.diamond377","101081","usd","0","[[{"id":0,"type":4,"num":756}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 16:18:11","2019-06-01 16:18:11","","","0","0","104760740771718509619"
