"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-48-100700393-1559349882-com.pg2.nikkisea.pack99q-lbnikkien.mto.zing.vn-9790-1","9","20190601004447-5cf1ca7fce76d","100700393","com.pg2.nikkisea.pack99q","16706","usd","0","[]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 08:45:30","2019-06-01 08:45:30","","","0","1","2397845566911881"
"9-58-100697065-1559350109-com.pg2.nikkisea.pack99pp-lbnikkien.mto.zing.vn-9790-1","9","20190601004830-5cf1cb5ea28b7","100697065","com.pg2.nikkisea.pack99pp","16706","usd","0","[]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 08:48:50","2019-06-01 08:48:50","","","0","1","106298774120008781206"
