"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-57-100696450-1559399953-com.pg2.nikkisea.pack599g-lbnikkien.mto.zing.vn-9790-1","9","20190601143913-5cf28e11e2ffc","100696450","com.pg2.nikkisea.pack599g","101081","usd","0","[]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 22:39:33","2019-06-01 22:39:33","","","0","1","106506908257879400011"
