"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-3-100729362-1559358294-com.pg2.nikkisea.pack99vv-lbnikkien.mto.zing.vn-9790-1","9","20190601030500-5cf1eb5c0b06e","100729362","com.pg2.nikkisea.pack99vv","16706","usd","0","[]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 11:05:13","2019-06-01 11:05:13","","","0","1","2670890146257908"
"9-70-100677026-1559358368-com.pg2.nikkisea.pack1499l-lbnikkien.mto.zing.vn-9790-0","9","20190601030608-5cf1eba0e3cdc","100677026","com.pg2.nikkisea.pack1499l","252956","usd","0","[]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 11:06:26","2019-06-01 11:06:26","","","0","0","103524929795387523229"
