"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-78-100227572-1559354298-com.pg2.nikkisea.diamond377-lbnikkien.mto.zing.vn-9790-1","9","20190601015819-5cf1dbbb86769","100227572","com.pg2.nikkisea.diamond377","101081","usd","0","[[{"id":0,"type":4,"num":378}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 09:58:36","2019-06-01 09:58:36","","","0","1","10154943627448865"
