"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-34-100712820-1559336841-com.pg2.nikkisea.packdiscount-lbnikkien.mto.zing.vn-9790-1","9","20190531210727-5cf1978f6b6e1","100712820","com.pg2.nikkisea.packdiscount","16706","usd","0","[]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 05:08:13","2019-06-01 05:08:13","","","0","1","2378918765514627"
