"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-99-100190466-1559347819-com.pg2.nikkisea.diamond377-lbnikkien.mto.zing.vn-9790-0","9","20190601001019-5cf1c26b6bc75","100190466","com.pg2.nikkisea.diamond377","101081","usd","0","[[{"id":0,"type":4,"num":756}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 08:10:33","2019-06-01 08:10:33","","","0","0","106113374257126492675"
