"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-99-100214375-1559323128-com.pg2.nikkisea.diamond377-lbnikkien.mto.zing.vn-9790-0","9","20190531171850-5cf161faf3a40","100214375","com.pg2.nikkisea.diamond377","101081","usd","0","[[{"id":0,"type":4,"num":378}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 01:19:04","2019-06-01 01:19:04","","","0","0","10156457189388539"
