"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-91-100237516-1559386233-com.pg2.nikkisea.diamond188-lbnikkien.mto.zing.vn-9790-1","9","20190601105033-5cf2587976ab6","100237516","com.pg2.nikkisea.diamond188","50456","usd","0","[[{"id":0,"type":4,"num":188},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 18:50:45","2019-06-01 18:50:45","","","0","1","1895578110707082"
