"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-81-100192122-1559366803-com.pg2.nikkisea.diamond377-lbnikkien.mto.zing.vn-9790-1","9","20190601052646-5cf20c9601067","100192122","com.pg2.nikkisea.diamond377","101081","usd","0","[[{"id":0,"type":4,"num":756}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 13:27:04","2019-06-01 13:27:04","","","0","1","108305391127500641508"
