"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-78-100227572-1559357195-com.pg2.nikkisea.diamond668-lbnikkien.mto.zing.vn-9790-1","9","20190601024635-5cf1e70b6f009","100227572","com.pg2.nikkisea.diamond668","168581","usd","0","[[{"id":0,"type":4,"num":1336},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 10:46:49","2019-06-01 10:46:49","","","0","1","10154943627448865"
