"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-59-100710135-1559356443-com.pg2.nikkisea.diamond377-lbnikkien.mto.zing.vn-9790-1","9","20190601023404-5cf1e41c502d5","100710135","com.pg2.nikkisea.diamond377","101081","usd","0","[[{"id":0,"type":4,"num":756}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 10:34:42","2019-06-01 10:34:42","","","0","1","2459228354148910"
