"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-32-100719904-1559319462-com.pg2.nikkisea.diamond1368-lbnikkien.mto.zing.vn-9790-1","9","20190531161743-5cf153a748b03","100719904","com.pg2.nikkisea.diamond1368","337330","usd","0","[[{"id":0,"type":4,"num":2736},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 00:18:04","2019-06-01 00:18:04","","","0","1","106874452718730851669"
