"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-72-100585311-1559400708-com.pg2.nikkisea.diamond668-lbnikkien.mto.zing.vn-9790-0","9","20190601145150-5cf2910641a64","100585311","com.pg2.nikkisea.diamond668","168581","usd","0","[[{"id":0,"type":4,"num":1336},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0},{"id":0,"type":0,"num":0}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 22:52:10","2019-06-01 22:52:10","","","0","0","115522396521058441274"
