"orderid","channel","transid","accountid","productid","money","currency","status","orderdetail","ordermd5","mtime","ctime","openid","fopenid","totaljewel","platform","openid"
"9-53-100349093-1559381992-com.pg2.nikkisea.diamond377-lbnikkien.mto.zing.vn-9790-1","9","20190601093954-5cf247ea08efd","100349093","com.pg2.nikkisea.diamond377","101081","usd","0","[[{"id":0,"type":4,"num":756}]]","ÔŒÙ\0²é€\t˜ìøB~","2019-06-01 17:40:07","2019-06-01 17:40:07","","","0","1","118358311788136929161"
